X,Y,OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO
-7756910.205,5548518.787,4718,231406,PINE TREE WASTE AKA SAWYER ENVIRONME,1 FREEDOM PARK,WATERVILLE,ME,4401,NOT AVAILABLE,(207) 862-4200,TRANSFER,OPEN,KENNEBEC,23011,USA,44.53440685,-69.68150994,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021993-WH- A-N
-7629340.233,5537429.594,4719,231258,"BLUE HILL, TOWN OF",PO BOX 412,BLUE HILL,ME,4614,NOT AVAILABLE,(207) 374-2281,TRANSFER,OPEN,HANCOCK,23009,USA,44.4633544,-68.53552939,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-010283-WH- D-R
-7792090.742,5509441.71,4720,231479,"WINTHROP, TOWN OF",17 HIGHLAND AVE,WINTHROP,ME,4364,NOT AVAILABLE,(207) 377-2286,TRANSFER,OPEN,KENNEBEC,23011,USA,44.28364095,-69.99754209,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-014184-WH- E-R
-7746901.16,5509436.861,4721,231476,"WINDSOR, TOWN OF",PO BOX 179,WINDSOR,ME,4363,NOT AVAILABLE,(207) 445-2998,TRANSFER,OPEN,KENNEBEC,23011,USA,44.28360977,-69.59159716,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020950-WH- A-E
-7880897.937,5539686.332,4722,231255,"BETHEL, TOWN OF",PO BOX 1660,BETHEL,ME,4217,NOT AVAILABLE,(207) 824-2669,TRANSFER,OPEN,OXFORD,23017,USA,44.47782115,-70.79531069,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020828-WH- B-E
-7888270.912,5453390.113,4723,231265,"BROWNFIELD, TOWN OF",82 MAIN ST,BROWNFIELD,ME,4010,NOT AVAILABLE,(207) 935-2152,TRANSFER,OPEN,OXFORD,23017,USA,43.92206914,-70.86154325,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020990-WH- A-E
-7874058.707,5563245.92,4724,231243,"ANDOVER, TOWN OF",PO BOX 219,ANDOVER,ME,4216,NOT AVAILABLE,(207) 392-3302,TRANSFER,OPEN,OXFORD,23017,USA,44.62863503,-70.73387284,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,UNVERIFIED,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021175-WH- A-E
-7872050.55,5496494.203,4725,231467,"WATERFORD, TOWN OF",366 VALLEY RD,ALBANY TWP,ME,4088,NOT AVAILABLE,(207) 583-4403,TRANSFER,OPEN,OXFORD,23017,USA,44.20031694,-70.71583327,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,UNVERIFIED,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020951-WH- A-E
-7584459.988,5545719.461,4726,231447,"SULLIVAN, TOWN OF",1888 US HWY 1,SULLIVAN,ME,4664,NOT AVAILABLE,(207) 422-6282,TRANSFER,OPEN,HANCOCK,23009,USA,44.51647873,-68.13236329,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020995-WH- B-E
-7621028.272,5491548.708,4727,231448,"SWANS ISLAND, TOWN OF",MUNICIPAL OFFICE,SWANS ISLAND,ME,4685,NOT AVAILABLE,(207) 526-4279,TRANSFER,OPEN,HANCOCK,23009,USA,44.16845893,-68.46086177,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021386-WH- A-E
-7608186.683,5511032.117,4728,231301,EMR INC,P.O. BOX 787,SOUTHWEST HARBOR,ME,4679,NOT AVAILABLE,(207) 244-9033,TRANSFER,OPEN,HANCOCK,23009,USA,44.29386792,-68.34550382,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-010957-WH- C-R
-7620232.925,5554922.541,4729,231300,"ELLSWORTH, CITY OF","1 CITY HALL PLAZA,SUITE 1",ELLSWORTH,ME,4605,NOT AVAILABLE,(207) 667-2563,TRANSFER,OPEN,HANCOCK,23009,USA,44.57539857,-68.45371705,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-015209-WH- D-R
-7604387.141,5550113.813,4730,231307,"FRANKLIN, TOWN OF",PO BOX 206,FRANKLIN,ME,4634,NOT AVAILABLE,(207) 565-3663,TRANSFER,OPEN,HANCOCK,23009,USA,44.54461964,-68.31137195,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021609-WH- A-N
-7572164.612,5543220.514,4731,231315,"GOULDSBORO, TOWN OF",PO BOX 68,GOULDSBORO,ME,4469,NOT AVAILABLE,(207) 963-5589,TRANSFER,OPEN,HANCOCK,23009,USA,44.50046972,-68.02191205,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021912-WH- C-E
-7606466.246,5538803.984,4732,231343,"LAMOINE, TOWN OF",606 DOUGLAS HWY,LAMOINE,ME,4605,NOT AVAILABLE,(207) 667-2242,TRANSFER,OPEN,HANCOCK,23009,USA,44.47216532,-68.33004887,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020936-WH- A-N
-7613313.567,5583757.657,4733,231361,"MARIAVILLE, TOWN OF",1686 MARIAVILLE RD,MARIAVILLE,ME,4605,NOT AVAILABLE,(207) 537-2107,TRANSFER,OPEN,HANCOCK,23009,USA,44.75962019,-68.3915594,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-013685-WH- C-R
-7618601.103,5574875.95,4734,231397,"OTIS, TOWN OF",132 OTIS RD,OTIS,ME,4605,NOT AVAILABLE,(207) 537-2211,TRANSFER,OPEN,HANCOCK,23009,USA,44.70293919,-68.43905814,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020756-WH- B-E
-7659328.218,5531080.799,4735,231278,"CASTINE, TOWN OF",P.O. BOX 204,CASTINE,ME,4421,NOT AVAILABLE,(207) 326-4502,TRANSFER,OPEN,HANCOCK,23009,USA,44.42263642,-68.80491605,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020964-WH- A-E
-7878492.561,5463684.213,4736,231292,"DENMARK, TOWN OF",PO BOX 109,DENMARK,ME,4022,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,OXFORD,23017,USA,43.98863901,-70.77370283,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-015328-WH- A-N
-7843489.962,5642295.631,4737,231303,"EUSTIS, TOWN OF",MAIN STREET P.O. BOX 350,COPLIN PLT,ME,4982,NOT AVAILABLE,(207) 246-4401,TRANSFER,OPEN,FRANKLIN,23007,USA,45.13180642,-70.45926914,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020187-WH- A-E
-7828999.375,5635619.415,4738,231275,"CARRABASSETT VALLEY, TOWN OF",1001 CARRIAGE RD,CARRABASSETT VALLEY,ME,4947,NOT AVAILABLE,(207) 235-2646,TRANSFER,OPEN,FRANKLIN,23007,USA,45.08948074,-70.32909798,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-010950-WH- C-E
-7825593.793,5533320.392,4739,231273,"CANTON, TOWN OF",P.O.BOX 669,CANTON,ME,4221,NOT AVAILABLE,(207) 597-2920,TRANSFER,OPEN,OXFORD,23017,USA,44.43700328,-70.29850512,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,UNVERIFIED,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021406-WH- A-N
-7848222.412,5488920.436,4740,231400,"OXFORD, TOWN OF",PO BOX 153,OXFORD,ME,4270,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,OXFORD,23017,USA,44.15152106,-70.50178145,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-009000-WH- A-R
-7900144.118,5572531.841,4741,231455,"UPTON, TOWN OF",270 THISTLE ST,UPTON,ME,4261,NOT AVAILABLE,(207) 533-2131,TRANSFER,OPEN,OXFORD,23017,USA,44.68797037,-70.96820208,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021453-WH- C-N
-7898084.525,5474736.28,4742,231310,"FRYEBURG, TOWN OF",16 LOVEWELL POND RD,FRYEBURG,ME,4037,NOT AVAILABLE,(207) 935-2805,TRANSFER,OPEN,OXFORD,23017,USA,44.06002749,-70.94970044,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021114-WH- A-E
-7900166.107,5527017.333,4743,231313,"GILEAD, TOWN OF",8 DEPOT ST,GILEAD,ME,4217,NOT AVAILABLE,(207) 836-2115,TRANSFER,OPEN,OXFORD,23017,USA,44.39656049,-70.96839961,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021088-WH- B-E
-7869502.277,5527124.432,4744,231321,"GREENWOOD, TOWN OF",593 GORE RD,GREENWOOD,ME,4255,NOT AVAILABLE,(207) 875-2773,TRANSFER,OPEN,OXFORD,23017,USA,44.39724791,-70.69294174,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-010443-WH- B-R
-7833770.584,5500993.904,4745,231328,"HEBRON, TOWN OF",PO BOX 304,HEBRON,ME,4238,NOT AVAILABLE,(207) 966-2912,TRANSFER,OPEN,OXFORD,23017,USA,44.22928826,-70.37195848,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021365-WH- A-N
-7891164.125,5487223.381,4746,231357,"LOVELL, TOWN OF",PO BOX 236,LOVELL,ME,4016,NOT AVAILABLE,(207) 925-6272,TRANSFER,OPEN,OXFORD,23017,USA,44.14058183,-70.88753343,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-006167-WH- A-R
-7848412.408,5550515.987,4747,231379,N OXFORD REGIONAL SOLID WASTE,145 CONGRESS ST,MEXICO,ME,4276,NOT AVAILABLE,(207) 364-4576,TRANSFER,OPEN,OXFORD,23017,USA,44.54719443,-70.50348823,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-006461-WH- A-R
-7850847.823,5497611.897,4748,231390,NORWAY PARIS SOLID WASTE,39 BROWN ST,NORWAY,ME,4268,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,OXFORD,23017,USA,44.20751454,-70.52536593,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-008490-WH- A-R
-7854643.538,5473242.075,4749,231398,"OTISFIELD, TOWN OF",403 STATE ROUTE 121,OTISFIELD,ME,4270,NOT AVAILABLE,(207) 539-2664,TRANSFER,OPEN,OXFORD,23017,USA,44.05038102,-70.55946341,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021342-WH- A-E
-7832556.442,5513582.52,4750,231266,"BUCKFIELD, SUMNER, TOWNS OF",P.O. BOX 179,BUCKFIELD,ME,4220,NOT AVAILABLE,(207) 336-2521,TRANSFER,OPEN,OXFORD,23017,USA,44.31026433,-70.36105165,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-005031-WH- A-R
-7683276.984,5955194.899,4751,231241,"ALLAGASH, TOWN OF",1063 ALLAGASH RD,ALLAGASH,ME,4774,NOT AVAILABLE,(207) 398-3198,TRANSFER,OPEN,AROOSTOOK,23003,USA,47.08032422,-69.02005147,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,UNVERIFIED,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021913-WH- A-E
-7874718.878,5608667.675,4752,231422,RANGELEY PLANTATION,BOX 308,RANGELEY PLT,ME,4970,NOT AVAILABLE,(207) 864-3472,TRANSFER,OPEN,FRANKLIN,23007,USA,44.91829379,-70.73980327,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020928-WH- B-E
-7804025.036,5590289.267,4753,231381,"NEW VINEYARD, TOWN OF",PO BOX 262,NEW VINEYARD,ME,4938,NOT AVAILABLE,(207) 652-2222,TRANSFER,OPEN,FRANKLIN,23007,USA,44.80126797,-70.10474967,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,UNVERIFIED,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021407-WH- A-E
-7864499.131,5622980.431,4754,231423,"RANGELEY, TOWN OF",PO BOX 1070,RANGELEY,ME,4970,NOT AVAILABLE,(207) 864-3326,TRANSFER,OPEN,FRANKLIN,23007,USA,45.00926654,-70.64799771,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-015668-WH- C-R
-7818199.943,5547548.171,4755,231337,"JAY, TOWN OF",340 MAIN ST,JAY,ME,4239,NOT AVAILABLE,(207) 897-6785,TRANSFER,OPEN,FRANKLIN,23007,USA,44.52819122,-70.23208503,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020323-WH- A-N
-7843695.129,5579872.705,4756,231468,"WELD, TOWN OF",PO BOX 87,WELD,ME,4285,NOT AVAILABLE,(207) 585-2348,TRANSFER,OPEN,FRANKLIN,23007,USA,44.73483416,-70.46111218,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020994-WH- B-E
-7805818.278,5614974.367,4757,231340,"KINGFIELD, TOWN OF",38 SCHOOL ST,KINGFIELD,ME,4947,NOT AVAILABLE,(207) 265-4637,TRANSFER,OPEN,FRANKLIN,23007,USA,44.95839729,-70.12085864,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-020854-WH- A-E
-7819643.165,5475959.832,4758,231242,ALMIGHTY WASTE,PO BOX 1234,AUBURN,ME,4211,NOT AVAILABLE,(207) 782-4000,TRANSFER,OPEN,ANDROSCOGGIN,23001,USA,44.06792548,-70.24504972,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-022129-WH- A-N
-7893970.958,5397322.25,4759,231239,"ACTON, TOWN OF",35 H ROAD,ACTON,ME,4001,NOT AVAILABLE,(207) 636-3839,TRANSFER,OPEN,YORK,23031,USA,43.55818055,-70.91274764,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-014134-WH- B-R
-7828684.071,5593358.764,4760,231403,"PHILLIPS, TOWN OF",15 RUSSELL ST,PHILLIPS,ME,4966,NOT AVAILABLE,(207) 639-3561,TRANSFER,OPEN,FRANKLIN,23007,USA,44.82082976,-70.32626555,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,UNVERIFIED,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-010918-WH- B-R
-7614274.653,5887775.448,4761,231247,AVSWDD,PO BOX 267,ASHLAND,ME,4732,NOT AVAILABLE,(207) 435-2311,TRANSFER,OPEN,AROOSTOOK,23003,USA,46.66630385,-68.40019298,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021120-WH- A-E
-7731186.75,5651461.686,4762,231238,"ABBOT, TOWN OF",P.O. BOX 120,ABBOT,ME,4406,NOT AVAILABLE,(207) 876-3340,TRANSFER,OPEN,PISCATAQUIS,23021,USA,45.18986596,-69.45043221,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021079-WH- A-E
-7502689.323,5644095.421,4763,231248,"BAILEYVILLE, TOWN OF",PO BOX 370,BAILEYVILLE,ME,4694,NOT AVAILABLE,(207) 427-3442,TRANSFER,OPEN,WASHINGTON,23029,USA,45.1432113,-67.39780491,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021551-WH- A-E
-7579342.204,5526503.266,4764,231237,"A.R WHITTEN & SONS, INC",PO BOX 460,GOULDSBORO,ME,4693,NOT AVAILABLE,(207) 963-5823,TRANSFER,OPEN,HANCOCK,23009,USA,44.39326081,-68.08638945,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-022208-WH- A-E
-7802460.325,5564986.452,4765,231305,"FARMINGTON, TOWN OF",153 FARMINGTON FALLS RD,FARMINGTON,ME,4938,NOT AVAILABLE,(207) 778-6538,TRANSFER,OPEN,FRANKLIN,23007,USA,44.63976134,-70.09069363,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://www.maine.gov/dep/maps-data/documents/swactivelict.pdf,4/30/2019 0:00,IMAGERY/OTHER,6/12/2019 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,S-021479-WH- A-N
